model_type,worda,wordb,value,worda_freq
model,lake,change,0.512180507183075,9
model,lake,began,0.511236846446991,9
model,lake,different,0.5111805200576782,9
model,lake,information,0.5080277323722839,9
model,lake,growth,0.49730128049850464,9
model,lake,number,0.4853108525276184,9
model,lake,however,0.4831653833389282,9
model,lake,theory,0.48182809352874756,9
model,lake,american,0.4571114778518677,9
model,lake,one,0.44764938950538635,9
model,lake,also,0.44644004106521606,9
model,lake,economic,0.44067832827568054,9
cocount,lake,ss,18.0,9
cocount,lake,family,6.0,9
cocount,lake,end,5.0,9
cocount,lake,set,4.0,9
cocount,lake,effect,2.0,9
cocount,lake,power,1.0,9
cocount,lake,active,0.0,9
cocount,lake,also,0.0,9
cocount,lake,american,0.0,9
cocount,lake,animal,0.0,9
cocount,lake,author,0.0,9
cocount,lake,began,0.0,9
cocount,lake,california,0.0,9
cocount,lake,called,0.0,9
cocount,lake,change,0.0,9
cocount,lake,chemical,0.0,9
cocount,lake,chemistry,0.0,9
cocount,lake,city,0.0,9
cocount,lake,cloud,0.0,9
cocount,lake,colorado,0.0,9
model,union,number,0.6189432740211487,9
model,union,power,0.6091760993003845,9
model,union,set,0.606439471244812,9
model,union,opposed,0.6058914661407471,9
model,union,family,0.6026508212089539,9
model,union,ss,0.5963201522827148,9
model,union,effect,0.595076858997345,9
model,union,end,0.593747615814209,9
model,union,government,0.5812664031982422,9
model,union,information,0.5805825591087341,9
model,union,different,0.5704312324523926,9
model,union,american,0.5594747066497803,9
model,union,change,0.5514596700668335,9
model,union,legal,0.5466533303260803,9
model,union,one,0.5462347269058228,9
model,union,cloud,0.5308370590209961,9
model,union,substance,0.5307574272155762,9
model,union,french,0.527088463306427,9
model,union,also,0.519141435623169,9
model,union,growth,0.5190095901489258,9
cocount,union,ss,18.0,9
cocount,union,family,7.0,9
cocount,union,power,5.0,9
cocount,union,effect,3.0,9
cocount,union,set,2.0,9
cocount,union,end,1.0,9
cocount,union,active,0.0,9
cocount,union,also,0.0,9
cocount,union,american,0.0,9
cocount,union,animal,0.0,9
cocount,union,author,0.0,9
cocount,union,began,0.0,9
cocount,union,california,0.0,9
cocount,union,called,0.0,9
cocount,union,change,0.0,9
cocount,union,chemical,0.0,9
cocount,union,chemistry,0.0,9
cocount,union,city,0.0,9
cocount,union,cloud,0.0,9
cocount,union,colorado,0.0,9
model,change,set,0.936340868473053,15
model,change,end,0.9356100559234619,15
model,change,family,0.9355403780937195,15
model,change,ss,0.9352118968963623,15
model,change,power,0.9334874153137207,15
model,change,effect,0.9304957389831543,15
model,change,different,0.921332597732544,15
model,change,government,0.917016863822937,15
model,change,information,0.9130755662918091,15
model,change,opposed,0.9102857708930969,15
model,change,however,0.8829491138458252,15
model,change,growth,0.8722018599510193,15
model,change,number,0.8586481809616089,15
model,change,substance,0.8336806297302246,15
model,change,began,0.8146470785140991,15
model,change,american,0.8126221895217896,15
model,change,legal,0.7879970073699951,15
model,change,also,0.774364709854126,15
model,change,cloud,0.7715867161750793,15
model,change,economic,0.7506958246231079,15
cocount,change,ss,30.0,15
cocount,change,family,11.0,15
cocount,change,end,6.0,15
cocount,change,power,6.0,15
cocount,change,effect,4.0,15
cocount,change,set,3.0,15
cocount,change,active,0.0,15
cocount,change,also,0.0,15
cocount,change,american,0.0,15
cocount,change,animal,0.0,15
cocount,change,author,0.0,15
cocount,change,began,0.0,15
cocount,change,california,0.0,15
cocount,change,called,0.0,15
cocount,change,change,0.0,15
cocount,change,chemical,0.0,15
cocount,change,chemistry,0.0,15
cocount,change,city,0.0,15
cocount,change,cloud,0.0,15
cocount,change,colorado,0.0,15
model,legal,set,0.8473762273788452,12
model,legal,ss,0.844959020614624,12
model,legal,power,0.8445256948471069,12
model,legal,effect,0.8444746136665344,12
model,legal,end,0.8437713384628296,12
model,legal,family,0.8417108058929443,12
model,legal,opposed,0.8352105617523193,12
model,legal,government,0.8315190076828003,12
model,legal,different,0.8264600038528442,12
model,legal,information,0.7950501441955566,12
model,legal,change,0.7879970669746399,12
model,legal,growth,0.779292106628418,12
model,legal,began,0.772878885269165,12
model,legal,american,0.7682186961174011,12
model,legal,however,0.7657585740089417,12
model,legal,substance,0.7595287561416626,12
model,legal,number,0.7333261370658875,12
model,legal,spain,0.7277213335037231,12
model,legal,economic,0.7162898778915405,12
model,legal,cloud,0.7160056829452515,12
cocount,legal,ss,24.0,12
cocount,legal,family,8.0,12
cocount,legal,end,6.0,12
cocount,legal,set,6.0,12
cocount,legal,power,3.0,12
cocount,legal,effect,1.0,12
cocount,legal,active,0.0,12
cocount,legal,also,0.0,12
cocount,legal,american,0.0,12
cocount,legal,animal,0.0,12
cocount,legal,author,0.0,12
cocount,legal,began,0.0,12
cocount,legal,california,0.0,12
cocount,legal,called,0.0,12
cocount,legal,change,0.0,12
cocount,legal,chemical,0.0,12
cocount,legal,chemistry,0.0,12
cocount,legal,city,0.0,12
cocount,legal,cloud,0.0,12
cocount,legal,colorado,0.0,12
model,posted,opposed,0.5262549519538879,11
model,posted,different,0.5142254829406738,11
model,posted,power,0.5103223919868469,11
model,posted,family,0.5096592903137207,11
model,posted,government,0.5096583962440491,11
model,posted,growth,0.5075204968452454,11
model,posted,set,0.5061456561088562,11
model,posted,ss,0.5053726434707642,11
model,posted,end,0.5043962001800537,11
model,posted,substance,0.49839815497398376,11
model,posted,effect,0.4979678988456726,11
model,posted,began,0.49746692180633545,11
model,posted,various,0.49028488993644714,11
model,posted,change,0.4854089021682739,11
model,posted,legal,0.47776222229003906,11
model,posted,information,0.46677669882774353,11
model,posted,year,0.463045597076416,11
model,posted,however,0.45851534605026245,11
model,posted,cloud,0.4475666284561157,11
model,posted,american,0.4466809630393982,11
cocount,posted,ss,22.0,11
cocount,posted,end,8.0,11
cocount,posted,power,5.0,11
cocount,posted,family,4.0,11
cocount,posted,effect,3.0,11
cocount,posted,set,2.0,11
cocount,posted,active,0.0,11
cocount,posted,also,0.0,11
cocount,posted,american,0.0,11
cocount,posted,animal,0.0,11
cocount,posted,author,0.0,11
cocount,posted,began,0.0,11
cocount,posted,california,0.0,11
cocount,posted,called,0.0,11
cocount,posted,change,0.0,11
cocount,posted,chemical,0.0,11
cocount,posted,chemistry,0.0,11
cocount,posted,city,0.0,11
cocount,posted,cloud,0.0,11
cocount,posted,colorado,0.0,11
model,opposed,power,0.9557831287384033,11
model,opposed,ss,0.9544098973274231,11
model,opposed,family,0.953191876411438,11
model,opposed,end,0.9529483318328857,11
model,opposed,set,0.951655924320221,11
model,opposed,effect,0.9502916932106018,11
model,opposed,different,0.9387684464454651,11
model,opposed,government,0.9315539598464966,11
model,opposed,information,0.9236190319061279,11
model,opposed,change,0.9102857708930969,11
model,opposed,however,0.8921835422515869,11
model,opposed,growth,0.8842482566833496,11
model,opposed,number,0.8595343828201294,11
model,opposed,substance,0.846948504447937,11
model,opposed,began,0.8432713747024536,11
model,opposed,legal,0.8352104425430298,11
model,opposed,american,0.827926516532898,11
model,opposed,spain,0.7867372632026672,11
model,opposed,economic,0.7816134691238403,11
model,opposed,cloud,0.7804940938949585,11
cocount,opposed,ss,22.0,11
cocount,opposed,family,7.0,11
cocount,opposed,set,6.0,11
cocount,opposed,power,4.0,11
cocount,opposed,end,3.0,11
cocount,opposed,effect,2.0,11
cocount,opposed,active,0.0,11
cocount,opposed,also,0.0,11
cocount,opposed,american,0.0,11
cocount,opposed,animal,0.0,11
cocount,opposed,author,0.0,11
cocount,opposed,began,0.0,11
cocount,opposed,california,0.0,11
cocount,opposed,called,0.0,11
cocount,opposed,change,0.0,11
cocount,opposed,chemical,0.0,11
cocount,opposed,chemistry,0.0,11
cocount,opposed,city,0.0,11
cocount,opposed,cloud,0.0,11
cocount,opposed,colorado,0.0,11
model,government,effect,0.9824362993240356,19
model,government,ss,0.981665849685669,19
model,government,family,0.9811391234397888,19
model,government,set,0.9805206060409546,19
model,government,end,0.9791519641876221,19
model,government,power,0.977871298789978,19
model,government,different,0.9602052569389343,19
model,government,information,0.9477190971374512,19
model,government,opposed,0.9315539002418518,19
model,government,growth,0.917465329170227,19
model,government,change,0.9170167446136475,19
model,government,however,0.8999794125556946,19
model,government,number,0.8892077207565308,19
model,government,substance,0.8633654117584229,19
model,government,american,0.8505793213844299,19
model,government,began,0.8445338010787964,19
model,government,cloud,0.8318312764167786,19
model,government,legal,0.8315188884735107,19
model,government,economic,0.7908772826194763,19
model,government,land,0.7787108421325684,19
cocount,government,ss,38.0,19
cocount,government,family,10.0,19
cocount,government,end,9.0,19
cocount,government,power,9.0,19
cocount,government,set,8.0,19
cocount,government,effect,2.0,19
cocount,government,active,0.0,19
cocount,government,also,0.0,19
cocount,government,american,0.0,19
cocount,government,animal,0.0,19
cocount,government,author,0.0,19
cocount,government,began,0.0,19
cocount,government,california,0.0,19
cocount,government,called,0.0,19
cocount,government,change,0.0,19
cocount,government,chemical,0.0,19
cocount,government,chemistry,0.0,19
cocount,government,city,0.0,19
cocount,government,cloud,0.0,19
cocount,government,colorado,0.0,19
model,country,end,0.7794573307037354,11
model,country,set,0.7787123322486877,11
model,country,ss,0.7783558964729309,11
model,country,power,0.7734689712524414,11
model,country,family,0.7719216346740723,11
model,country,effect,0.764285683631897,11
model,country,government,0.7613488435745239,11
model,country,different,0.7580114006996155,11
model,country,began,0.7332558035850525,11
model,country,information,0.730379581451416,11
model,country,however,0.7255896925926208,11
model,country,opposed,0.7188928127288818,11
model,country,change,0.7161192893981934,11
model,country,substance,0.6994330286979675,11
model,country,american,0.6971311569213867,11
model,country,number,0.6969108581542969,11
model,country,legal,0.6938323974609375,11
model,country,growth,0.6926887631416321,11
model,country,also,0.6375993490219116,11
model,country,one,0.6258635520935059,11
cocount,country,ss,22.0,11
cocount,country,power,7.0,11
cocount,country,effect,6.0,11
cocount,country,set,4.0,11
cocount,country,family,3.0,11
cocount,country,end,2.0,11
cocount,country,active,0.0,11
cocount,country,also,0.0,11
cocount,country,american,0.0,11
cocount,country,animal,0.0,11
cocount,country,author,0.0,11
cocount,country,began,0.0,11
cocount,country,california,0.0,11
cocount,country,called,0.0,11
cocount,country,change,0.0,11
cocount,country,chemical,0.0,11
cocount,country,chemistry,0.0,11
cocount,country,city,0.0,11
cocount,country,cloud,0.0,11
cocount,country,colorado,0.0,11
model,plan,substance,0.37015220522880554,6
model,plan,family,0.34035515785217285,6
model,plan,economic,0.33849215507507324,6
model,plan,power,0.33403536677360535,6
model,plan,information,0.3327432870864868,6
model,plan,ss,0.33019372820854187,6
model,plan,also,0.3275509476661682,6
model,plan,effect,0.32425224781036377,6
model,plan,end,0.32315248250961304,6
model,plan,set,0.3198586106300354,6
model,plan,sea,0.3160991966724396,6
model,plan,opposed,0.31394708156585693,6
model,plan,lake,0.31275251507759094,6
model,plan,change,0.31205976009368896,6
model,plan,government,0.3118433952331543,6
model,plan,different,0.3105638027191162,6
model,plan,war,0.30758288502693176,6
model,plan,began,0.3050971031188965,6
model,plan,university,0.29682397842407227,6
model,plan,city,0.29599452018737793,6
cocount,plan,ss,12.0,6
cocount,plan,effect,4.0,6
cocount,plan,power,3.0,6
cocount,plan,end,2.0,6
cocount,plan,family,2.0,6
cocount,plan,set,1.0,6
cocount,plan,active,0.0,6
cocount,plan,also,0.0,6
cocount,plan,american,0.0,6
cocount,plan,animal,0.0,6
cocount,plan,author,0.0,6
cocount,plan,began,0.0,6
cocount,plan,california,0.0,6
cocount,plan,called,0.0,6
cocount,plan,change,0.0,6
cocount,plan,chemical,0.0,6
cocount,plan,chemistry,0.0,6
cocount,plan,city,0.0,6
cocount,plan,cloud,0.0,6
cocount,plan,colorado,0.0,6
model,information,family,0.9716639518737793,14
model,information,power,0.9712275266647339,14
model,information,set,0.9702510833740234,14
model,information,ss,0.9701366424560547,14
model,information,effect,0.968775749206543,14
model,information,end,0.9681656956672668,14
model,information,different,0.9526679515838623,14
model,information,government,0.9477192163467407,14
model,information,opposed,0.9236190319061279,14
model,information,change,0.9130755662918091,14
model,information,however,0.9090410470962524,14
model,information,growth,0.8877643942832947,14
model,information,number,0.8728085160255432,14
model,information,american,0.8506974577903748,14
model,information,substance,0.8341056704521179,14
model,information,began,0.8129982948303223,14
model,information,cloud,0.8077726364135742,14
model,information,legal,0.7950501441955566,14
model,information,economic,0.7914510369300842,14
model,information,one,0.7747543454170227,14
cocount,information,ss,28.0,14
cocount,information,family,7.0,14
cocount,information,power,6.0,14
cocount,information,set,6.0,14
cocount,information,end,5.0,14
cocount,information,effect,4.0,14
cocount,information,active,0.0,14
cocount,information,also,0.0,14
cocount,information,american,0.0,14
cocount,information,animal,0.0,14
cocount,information,author,0.0,14
cocount,information,began,0.0,14
cocount,information,california,0.0,14
cocount,information,called,0.0,14
cocount,information,change,0.0,14
cocount,information,chemical,0.0,14
cocount,information,chemistry,0.0,14
cocount,information,city,0.0,14
cocount,information,cloud,0.0,14
cocount,information,colorado,0.0,14
model,growth,effect,0.9241410493850708,16
model,growth,ss,0.9219933748245239,16
model,growth,set,0.9219918251037598,16
model,growth,family,0.9203608632087708,16
model,growth,power,0.9184417724609375,16
model,growth,end,0.9179026484489441,16
model,growth,government,0.917465329170227,16
model,growth,different,0.9011000990867615,16
model,growth,information,0.8877643942832947,16
model,growth,opposed,0.8842482566833496,16
model,growth,change,0.8722018003463745,16
model,growth,however,0.8596223592758179,16
model,growth,number,0.828691840171814,16
model,growth,american,0.8118419051170349,16
model,growth,substance,0.8115949630737305,16
model,growth,legal,0.7792919874191284,16
model,growth,economic,0.7771357297897339,16
model,growth,land,0.7598689794540405,16
model,growth,cloud,0.7566126585006714,16
model,growth,began,0.744764506816864,16
cocount,growth,ss,32.0,16
cocount,growth,family,9.0,16
cocount,growth,effect,7.0,16
cocount,growth,power,6.0,16
cocount,growth,set,6.0,16
cocount,growth,end,4.0,16
cocount,growth,active,0.0,16
cocount,growth,also,0.0,16
cocount,growth,american,0.0,16
cocount,growth,animal,0.0,16
cocount,growth,author,0.0,16
cocount,growth,began,0.0,16
cocount,growth,california,0.0,16
cocount,growth,called,0.0,16
cocount,growth,change,0.0,16
cocount,growth,chemical,0.0,16
cocount,growth,chemistry,0.0,16
cocount,growth,city,0.0,16
cocount,growth,cloud,0.0,16
cocount,growth,colorado,0.0,16
model,european,different,0.44393569231033325,10
model,european,government,0.42912769317626953,10
model,european,family,0.4273315668106079,10
model,european,war,0.4241768717765808,10
model,european,effect,0.42112696170806885,10
model,european,power,0.420552134513855,10
model,european,ss,0.4172537326812744,10
model,european,set,0.4136682152748108,10
model,european,chemistry,0.4130033850669861,10
model,european,growth,0.4090614914894104,10
model,european,change,0.4030405282974243,10
model,european,animal,0.4015887975692749,10
model,european,end,0.40007394552230835,10
model,european,opposed,0.3986562490463257,10
model,european,land,0.3972926735877991,10
model,european,american,0.39521461725234985,10
model,european,various,0.3930754065513611,10
model,european,legal,0.3848048448562622,10
model,european,information,0.37978702783584595,10
model,european,spain,0.3733484148979187,10
cocount,european,ss,20.0,10
cocount,european,set,6.0,10
cocount,european,family,5.0,10
cocount,european,effect,3.0,10
cocount,european,end,3.0,10
cocount,european,power,3.0,10
cocount,european,active,0.0,10
cocount,european,also,0.0,10
cocount,european,american,0.0,10
cocount,european,animal,0.0,10
cocount,european,author,0.0,10
cocount,european,began,0.0,10
cocount,european,california,0.0,10
cocount,european,called,0.0,10
cocount,european,change,0.0,10
cocount,european,chemical,0.0,10
cocount,european,chemistry,0.0,10
cocount,european,city,0.0,10
cocount,european,cloud,0.0,10
cocount,european,colorado,0.0,10
model,economic,power,0.810353696346283,11
model,economic,effect,0.8057690262794495,11
model,economic,ss,0.8041741847991943,11
model,economic,family,0.8023049831390381,11
model,economic,set,0.8012726306915283,11
model,economic,information,0.7914509773254395,11
model,economic,end,0.7911897301673889,11
model,economic,government,0.7908772826194763,11
model,economic,opposed,0.7816134095191956,11
model,economic,growth,0.7771356105804443,11
model,economic,different,0.7641416788101196,11
model,economic,american,0.7530952095985413,11
model,economic,change,0.7506957650184631,11
model,economic,number,0.7410041093826294,11
model,economic,however,0.7400538921356201,11
model,economic,legal,0.7162898182868958,11
model,economic,substance,0.7092917561531067,11
model,economic,began,0.6913620233535767,11
model,economic,land,0.6665911078453064,11
model,economic,cloud,0.664554238319397,11
cocount,economic,ss,22.0,11
cocount,economic,family,7.0,11
cocount,economic,power,5.0,11
cocount,economic,end,4.0,11
cocount,economic,set,4.0,11
cocount,economic,effect,2.0,11
cocount,economic,active,0.0,11
cocount,economic,also,0.0,11
cocount,economic,american,0.0,11
cocount,economic,animal,0.0,11
cocount,economic,author,0.0,11
cocount,economic,began,0.0,11
cocount,economic,california,0.0,11
cocount,economic,called,0.0,11
cocount,economic,change,0.0,11
cocount,economic,chemical,0.0,11
cocount,economic,chemistry,0.0,11
cocount,economic,city,0.0,11
cocount,economic,cloud,0.0,11
cocount,economic,colorado,0.0,11
model,use,opposed,0.530907154083252,10
model,use,began,0.5283776521682739,10
model,use,end,0.5240991115570068,10
model,use,power,0.5185117125511169,10
model,use,government,0.5177199840545654,10
model,use,substance,0.515282928943634,10
model,use,family,0.5145521759986877,10
model,use,set,0.5138452053070068,10
model,use,ss,0.5138068199157715,10
model,use,effect,0.5135654211044312,10
model,use,legal,0.5122014880180359,10
model,use,change,0.5069515705108643,10
model,use,cloud,0.5025718212127686,10
model,use,different,0.4982752799987793,10
model,use,information,0.49366337060928345,10
model,use,also,0.49183976650238037,10
model,use,economic,0.48159587383270264,10
model,use,year,0.47608837485313416,10
model,use,growth,0.47151580452919006,10
model,use,however,0.4645911157131195,10
cocount,use,ss,20.0,10
cocount,use,power,5.0,10
cocount,use,end,4.0,10
cocount,use,family,4.0,10
cocount,use,set,4.0,10
cocount,use,effect,3.0,10
cocount,use,active,0.0,10
cocount,use,also,0.0,10
cocount,use,american,0.0,10
cocount,use,animal,0.0,10
cocount,use,author,0.0,10
cocount,use,began,0.0,10
cocount,use,california,0.0,10
cocount,use,called,0.0,10
cocount,use,change,0.0,10
cocount,use,chemical,0.0,10
cocount,use,chemistry,0.0,10
cocount,use,city,0.0,10
cocount,use,cloud,0.0,10
cocount,use,colorado,0.0,10
model,year,end,0.7652405500411987,16
model,year,ss,0.7639890909194946,16
model,year,set,0.7629671692848206,16
model,year,family,0.7620141506195068,16
model,year,government,0.759945273399353,16
model,year,substance,0.7573677897453308,16
model,year,power,0.7567110061645508,16
model,year,information,0.7562330961227417,16
model,year,effect,0.7561261653900146,16
model,year,different,0.7491917610168457,16
model,year,chemistry,0.726975679397583,16
model,year,growth,0.7265013456344604,16
model,year,change,0.7091406583786011,16
model,year,opposed,0.7035610675811768,16
model,year,number,0.6898270845413208,16
model,year,american,0.6846436262130737,16
model,year,cloud,0.6780620217323303,16
model,year,however,0.6744018197059631,16
model,year,legal,0.6422175168991089,16
model,year,land,0.6299550533294678,16
cocount,year,ss,32.0,16
cocount,year,power,9.0,16
cocount,year,end,8.0,16
cocount,year,family,8.0,16
cocount,year,effect,6.0,16
cocount,year,set,1.0,16
cocount,year,active,0.0,16
cocount,year,also,0.0,16
cocount,year,american,0.0,16
cocount,year,animal,0.0,16
cocount,year,author,0.0,16
cocount,year,began,0.0,16
cocount,year,california,0.0,16
cocount,year,called,0.0,16
cocount,year,change,0.0,16
cocount,year,chemical,0.0,16
cocount,year,chemistry,0.0,16
cocount,year,city,0.0,16
cocount,year,cloud,0.0,16
cocount,year,colorado,0.0,16
model,however,family,0.9333702325820923,8
model,however,ss,0.933179497718811,8
model,however,set,0.9311332702636719,8
model,however,end,0.9309549331665039,8
model,however,power,0.9307986497879028,8
model,however,effect,0.9296118021011353,8
model,however,different,0.9200918674468994,8
model,however,information,0.9090410470962524,8
model,however,government,0.8999794721603394,8
model,however,opposed,0.8921835422515869,8
model,however,change,0.8829491138458252,8
model,however,number,0.8701536655426025,8
model,however,growth,0.8596223592758179,8
model,however,began,0.8228969573974609,8
model,however,american,0.8052676916122437,8
model,however,substance,0.7904081344604492,8
model,however,cloud,0.7786911725997925,8
model,however,legal,0.7657585144042969,8
model,however,economic,0.7400539517402649,8
model,however,one,0.7374931573867798,8
cocount,however,ss,16.0,8
cocount,however,family,6.0,8
cocount,however,end,3.0,8
cocount,however,power,3.0,8
cocount,however,set,3.0,8
cocount,however,effect,1.0,8
cocount,however,active,0.0,8
cocount,however,also,0.0,8
cocount,however,american,0.0,8
cocount,however,animal,0.0,8
cocount,however,author,0.0,8
cocount,however,began,0.0,8
cocount,however,california,0.0,8
cocount,however,called,0.0,8
cocount,however,change,0.0,8
cocount,however,chemical,0.0,8
cocount,however,chemistry,0.0,8
cocount,however,city,0.0,8
cocount,however,cloud,0.0,8
cocount,however,colorado,0.0,8
model,effect,ss,0.996232271194458,355
model,effect,family,0.995017409324646,355
model,effect,set,0.9947928190231323,355
model,effect,power,0.9947206974029541,355
model,effect,end,0.9934094548225403,355
model,effect,government,0.9824363589286804,355
model,effect,different,0.9761037230491638,355
model,effect,information,0.968775749206543,355
model,effect,opposed,0.9502916932106018,355
model,effect,change,0.9304957389831543,355
model,effect,however,0.9296118021011353,355
model,effect,growth,0.9241410493850708,355
model,effect,number,0.9051586985588074,355
model,effect,substance,0.8753923177719116,355
model,effect,american,0.8669782876968384,355
model,effect,began,0.8558112978935242,355
model,effect,legal,0.8444746136665344,355
model,effect,cloud,0.837631344795227,355
model,effect,economic,0.8057690858840942,355
model,effect,one,0.7928949594497681,355
cocount,effect,ss,710.0,355
cocount,effect,family,108.0,355
cocount,effect,power,87.0,355
cocount,effect,end,64.0,355
cocount,effect,set,56.0,355
cocount,effect,also,8.0,355
cocount,effect,network,8.0,355
cocount,effect,state,8.0,355
cocount,effect,different,7.0,355
cocount,effect,example,7.0,355
cocount,effect,growth,7.0,355
cocount,effect,human,7.0,355
cocount,effect,may,7.0,355
cocount,effect,people,7.0,355
cocount,effect,rule,7.0,355
cocount,effect,substance,7.0,355
cocount,effect,city,6.0,355
cocount,effect,cloud,6.0,355
cocount,effect,country,6.0,355
cocount,effect,europe,6.0,355
model,system,end,0.49534860253334045,14
model,system,set,0.4787353277206421,14
model,system,ss,0.476937860250473,14
model,system,every,0.4752662181854248,14
model,system,family,0.47523263096809387,14
model,system,power,0.472032368183136,14
model,system,effect,0.4708220362663269,14
model,system,government,0.45516011118888855,14
model,system,substance,0.4524412155151367,14
model,system,american,0.4495866298675537,14
model,system,opposed,0.4482238292694092,14
model,system,different,0.4475049376487732,14
model,system,information,0.4462257921695709,14
model,system,change,0.44174009561538696,14
model,system,land,0.43770045042037964,14
model,system,spain,0.43551623821258545,14
model,system,legal,0.43516379594802856,14
model,system,began,0.4322590231895447,14
model,system,growth,0.43156903982162476,14
model,system,however,0.42994242906570435,14
cocount,system,ss,28.0,14
cocount,system,end,8.0,14
cocount,system,family,6.0,14
cocount,system,power,6.0,14
cocount,system,set,5.0,14
cocount,system,effect,3.0,14
cocount,system,active,0.0,14
cocount,system,also,0.0,14
cocount,system,american,0.0,14
cocount,system,animal,0.0,14
cocount,system,author,0.0,14
cocount,system,began,0.0,14
cocount,system,california,0.0,14
cocount,system,called,0.0,14
cocount,system,change,0.0,14
cocount,system,chemical,0.0,14
cocount,system,chemistry,0.0,14
cocount,system,city,0.0,14
cocount,system,cloud,0.0,14
cocount,system,colorado,0.0,14
model,network,family,0.6744548678398132,17
model,network,set,0.6736502647399902,17
model,network,different,0.6710431575775146,17
model,network,ss,0.6677018404006958,17
model,network,end,0.6659236550331116,17
model,network,power,0.6636193990707397,17
model,network,effect,0.6632473468780518,17
model,network,government,0.6628620624542236,17
model,network,change,0.6615943908691406,17
model,network,opposed,0.6540907621383667,17
model,network,information,0.6533389687538147,17
model,network,number,0.6461522579193115,17
model,network,land,0.6450577974319458,17
model,network,began,0.6418623328208923,17
model,network,however,0.618816077709198,17
model,network,substance,0.6125450134277344,17
model,network,growth,0.5947232842445374,17
model,network,american,0.5892490148544312,17
model,network,legal,0.5866706967353821,17
model,network,human,0.5814439654350281,17
cocount,network,ss,34.0,17
cocount,network,power,9.0,17
cocount,network,effect,8.0,17
cocount,network,family,8.0,17
cocount,network,set,7.0,17
cocount,network,end,2.0,17
cocount,network,active,0.0,17
cocount,network,also,0.0,17
cocount,network,american,0.0,17
cocount,network,animal,0.0,17
cocount,network,author,0.0,17
cocount,network,began,0.0,17
cocount,network,california,0.0,17
cocount,network,called,0.0,17
cocount,network,change,0.0,17
cocount,network,chemical,0.0,17
cocount,network,chemistry,0.0,17
cocount,network,city,0.0,17
cocount,network,cloud,0.0,17
cocount,network,colorado,0.0,17
model,city,began,0.5867604613304138,11
model,city,substance,0.5866672396659851,11
model,city,effect,0.5791221857070923,11
model,city,family,0.5755916237831116,11
model,city,power,0.5711773037910461,11
model,city,ss,0.5696718692779541,11
model,city,end,0.5687260627746582,11
model,city,opposed,0.5660808086395264,11
model,city,set,0.555376410484314,11
model,city,information,0.5549139976501465,11
model,city,different,0.5535640716552734,11
model,city,change,0.5523302555084229,11
model,city,government,0.5495209097862244,11
model,city,number,0.5343509912490845,11
model,city,growth,0.5239734649658203,11
model,city,american,0.5198747515678406,11
model,city,however,0.5010983943939209,11
model,city,network,0.49677130579948425,11
model,city,year,0.494753360748291,11
model,city,legal,0.4922339916229248,11
cocount,city,ss,22.0,11
cocount,city,effect,6.0,11
cocount,city,family,5.0,11
cocount,city,power,5.0,11
cocount,city,set,4.0,11
cocount,city,end,2.0,11
cocount,city,active,0.0,11
cocount,city,also,0.0,11
cocount,city,american,0.0,11
cocount,city,animal,0.0,11
cocount,city,author,0.0,11
cocount,city,began,0.0,11
cocount,city,california,0.0,11
cocount,city,called,0.0,11
cocount,city,change,0.0,11
cocount,city,chemical,0.0,11
cocount,city,chemistry,0.0,11
cocount,city,city,0.0,11
cocount,city,cloud,0.0,11
cocount,city,colorado,0.0,11
model,began,end,0.8596010208129883,11
model,began,power,0.8593714237213135,11
model,began,ss,0.8578816652297974,11
model,began,effect,0.8558112978935242,11
model,began,family,0.8552072048187256,11
model,began,set,0.8496600389480591,11
model,began,government,0.8445338010787964,11
model,began,opposed,0.8432713747024536,11
model,began,different,0.831622838973999,11
model,began,however,0.8228969573974609,11
model,began,change,0.8146470785140991,11
model,began,information,0.8129982948303223,11
model,began,number,0.7912963628768921,11
model,began,substance,0.7872929573059082,11
model,began,legal,0.772878885269165,11
model,began,american,0.7725908756256104,11
model,began,growth,0.7447645664215088,11
model,began,country,0.7332558035850525,11
model,began,cloud,0.7066441774368286,11
model,began,economic,0.6913620233535767,11
cocount,began,ss,22.0,11
cocount,began,end,6.0,11
cocount,began,set,6.0,11
cocount,began,effect,4.0,11
cocount,began,family,4.0,11
cocount,began,power,2.0,11
cocount,began,active,0.0,11
cocount,began,also,0.0,11
cocount,began,american,0.0,11
cocount,began,animal,0.0,11
cocount,began,author,0.0,11
cocount,began,began,0.0,11
cocount,began,california,0.0,11
cocount,began,called,0.0,11
cocount,began,change,0.0,11
cocount,began,chemical,0.0,11
cocount,began,chemistry,0.0,11
cocount,began,city,0.0,11
cocount,began,cloud,0.0,11
cocount,began,colorado,0.0,11
model,roughly,economic,0.3505149185657501,11
model,roughly,legal,0.32041433453559875,11
model,roughly,cloud,0.311151921749115,11
model,roughly,information,0.2971794307231903,11
model,roughly,change,0.295688658952713,11
model,roughly,different,0.29169443249702454,11
model,roughly,various,0.2869422435760498,11
model,roughly,opposed,0.27812638878822327,11
model,roughly,rule,0.2770633399486542,11
model,roughly,group,0.2752102315425873,11
model,roughly,set,0.2736178934574127,11
model,roughly,effect,0.2732008695602417,11
model,roughly,power,0.27249056100845337,11
model,roughly,family,0.26810693740844727,11
model,roughly,use,0.2674926221370697,11
model,roughly,end,0.2673037052154541,11
model,roughly,ss,0.26397785544395447,11
model,roughly,government,0.2593033015727997,11
